,Airline,Source,Destination,Flight_Duration,Total_Stops,Additional_Info,Price,Day_of_Journey,Month_of_Journey,Year_of_Journey
7806,Multiple carriers,Delhi,Cochin,595,1.0,No info,15411,3,3,2019
7807,IndiGo,Kolkata,Banglore,160,0.0,No info,4462,18,3,2019
7808,Jet Airways,Mumbai,Hyderabad,90,0.0,No info,5678,27,3,2019
7809,Jet Airways,Delhi,Cochin,1110,1.0,No info,15764,3,6,2019
7810,Jet Airways,Delhi,Cochin,1285,1.0,No info,17024,3,6,2019
7811,Air India,Mumbai,Hyderabad,80,0.0,No info,3100,18,6,2019
7812,Jet Airways,Banglore,Delhi,185,0.0,No info,7229,5,1,2019
7813,IndiGo,Kolkata,Banglore,150,0.0,No info,4804,24,4,2019
7814,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,5769,24,6,2019
7815,Air Asia,Kolkata,Banglore,150,0.0,No info,4384,18,3,2019
7816,Air India,Delhi,Cochin,1535,1.0,No info,6587,27,6,2019
7817,Jet Airways,Banglore,New Delhi,805,1.0,In-flight meal not included,7832,21,3,2019
7818,Air India,Chennai,Kolkata,135,0.0,No info,7082,15,3,2019
7819,SpiceJet,Chennai,Kolkata,135,0.0,No info,6300,15,3,2019
7820,Jet Airways,Kolkata,Banglore,475,1.0,No info,14571,6,6,2019
7821,IndiGo,Banglore,Delhi,170,0.0,No info,3943,27,6,2019
7822,Multiple carriers,Delhi,Cochin,600,1.0,No info,6878,21,5,2019
7823,SpiceJet,Mumbai,Hyderabad,90,0.0,No check-in baggage included,1965,4,1,2019
7824,Vistara,Kolkata,Banglore,1065,1.0,No info,9187,21,5,2019
7825,Air India,Banglore,New Delhi,165,0.0,No info,4441,24,3,2019
7826,IndiGo,Banglore,New Delhi,180,0.0,No info,10067,3,1,2019
7827,IndiGo,Delhi,Cochin,305,1.0,No info,5054,27,6,2019
7828,Multiple carriers,Delhi,Cochin,900,1.0,No info,7005,6,6,2019
7829,Jet Airways,Kolkata,Banglore,690,1.0,No info,12121,15,5,2019
7830,IndiGo,Delhi,Cochin,290,1.0,No info,5912,27,5,2019
7831,Air Asia,Kolkata,Banglore,710,1.0,No info,5192,4,1,2019
7832,IndiGo,Chennai,Kolkata,140,0.0,No info,3597,6,9,2019
7833,Jet Airways,Banglore,New Delhi,160,0.0,No info,8016,3,9,2019
7834,Air India,Mumbai,Hyderabad,85,0.0,No info,2050,15,3,2019
7835,SpiceJet,Banglore,New Delhi,175,0.0,No check-in baggage included,4839,21,3,2019
7836,IndiGo,Mumbai,Hyderabad,90,0.0,No info,4049,27,5,2019
7837,Vistara,Delhi,Cochin,190,0.0,No info,6216,18,6,2019
7838,SpiceJet,Kolkata,Banglore,140,0.0,No check-in baggage included,3841,21,6,2019
7839,SpiceJet,Kolkata,Banglore,160,0.0,No check-in baggage included,3815,15,3,2019
7840,Air India,Banglore,Delhi,165,0.0,No info,5176,4,3,2019
7841,SpiceJet,Mumbai,Hyderabad,90,0.0,No info,2017,5,9,2019
7842,Vistara,Kolkata,Banglore,1555,1.0,No info,9187,5,9,2019
7843,Vistara,Banglore,New Delhi,165,0.0,No info,11598,3,9,2019
7844,Jet Airways,Delhi,Cochin,1025,2.0,No info,13014,6,1,2019
7845,Jet Airways,Delhi,Cochin,1040,1.0,In-flight meal not included,10262,6,1,2019
7846,Air India,Delhi,Cochin,1380,2.0,No info,9916,4,9,2019
7847,Jet Airways,Kolkata,Banglore,1145,1.0,No info,14231,24,3,2019
7848,Jet Airways,Banglore,Delhi,175,0.0,In-flight meal not included,7229,15,6,2019
7849,IndiGo,Delhi,Cochin,505,1.0,No info,6316,27,3,2019
7850,Air Asia,Kolkata,Banglore,155,0.0,No info,4384,3,9,2019
7851,Air India,Delhi,Cochin,1580,2.0,No info,13381,6,12,2019
7852,IndiGo,Chennai,Kolkata,145,0.0,No info,4332,5,12,2019
7853,Air India,Delhi,Cochin,570,1.0,No info,8907,15,6,2019
7854,IndiGo,Kolkata,Banglore,155,0.0,No info,4804,6,12,2019
7855,Air India,Delhi,Cochin,1480,1.0,No info,15407,3,6,2019
7856,Jet Airways,Delhi,Cochin,1105,1.0,In-flight meal not included,12898,27,5,2019
7857,Multiple carriers,Delhi,Cochin,480,1.0,No info,6883,27,3,2019
7858,SpiceJet,Chennai,Kolkata,140,0.0,No check-in baggage included,3543,5,3,2019
7859,IndiGo,Banglore,Delhi,165,0.0,No info,4284,5,6,2019
7860,IndiGo,Mumbai,Hyderabad,90,0.0,No info,2437,5,3,2019
7861,SpiceJet,Kolkata,Banglore,140,0.0,No info,4174,18,4,2019
7862,Jet Airways,Kolkata,Banglore,960,1.0,No info,14781,21,5,2019
7863,Air India,Kolkata,Banglore,970,2.0,No info,14960,21,5,2019
7864,Jet Airways,Banglore,Delhi,175,0.0,In-flight meal not included,5769,27,6,2019
7865,SpiceJet,Delhi,Cochin,270,1.0,No info,4812,24,4,2019
7866,Vistara,Kolkata,Banglore,975,1.0,No info,9345,18,5,2019
7867,IndiGo,Kolkata,Banglore,330,1.0,No info,4864,15,5,2019
7868,IndiGo,Chennai,Kolkata,140,0.0,No info,7295,3,6,2019
7869,Air India,Delhi,Cochin,1275,2.0,No info,10231,6,12,2019
7870,Jet Airways,Delhi,Cochin,300,1.0,No info,14714,6,1,2019
7871,Jet Airways,Delhi,Cochin,1470,1.0,No info,12032,27,3,2019
7872,Jet Airways,Banglore,Delhi,175,0.0,In-flight meal not included,4544,15,4,2019
7873,Jet Airways,Kolkata,Banglore,705,1.0,In-flight meal not included,10844,15,5,2019
7874,Vistara,Banglore,New Delhi,355,1.0,No info,12476,3,3,2019
7875,Jet Airways,Banglore,New Delhi,1585,1.0,In-flight meal not included,11087,3,12,2019
7876,Air India,Delhi,Cochin,2280,3.0,No info,10703,6,6,2019
7877,IndiGo,Delhi,Cochin,835,1.0,No info,6734,5,9,2019
7878,Jet Airways,Banglore,New Delhi,375,1.0,In-flight meal not included,7832,21,3,2019
7879,Air India,Kolkata,Banglore,1045,2.0,No info,11516,4,1,2019
7880,IndiGo,Chennai,Kolkata,140,0.0,No info,3850,18,3,2019
7881,Jet Airways,Delhi,Cochin,870,2.0,No info,17229,3,9,2019
7882,SpiceJet,Kolkata,Banglore,140,0.0,No info,3873,27,6,2019
7883,Jet Airways,Mumbai,Hyderabad,85,0.0,In-flight meal not included,4160,4,3,2019
7884,Multiple carriers,Delhi,Cochin,490,1.0,No info,7670,18,5,2019
7885,Jet Airways,Kolkata,Banglore,475,1.0,In-flight meal not included,10031,24,3,2019
7886,Jet Airways,Delhi,Cochin,1390,2.0,In-flight meal not included,11150,27,6,2019
7887,Jet Airways,Banglore,New Delhi,405,1.0,In-flight meal not included,9134,15,3,2019
7888,SpiceJet,Banglore,Delhi,170,0.0,No info,4423,18,5,2019
7889,Air Asia,Kolkata,Banglore,150,0.0,No info,3807,21,6,2019
7890,Air India,Delhi,Cochin,1640,1.0,No info,7480,21,5,2019
7891,IndiGo,Banglore,Delhi,165,0.0,No info,4423,5,6,2019
7892,IndiGo,Banglore,Delhi,180,0.0,No info,4823,18,6,2019
7893,Vistara,Kolkata,Banglore,1645,1.0,No info,12102,24,3,2019
7894,Multiple carriers,Delhi,Cochin,615,1.0,In-flight meal not included,15342,3,6,2019
7895,Jet Airways,Kolkata,Banglore,365,1.0,In-flight meal not included,10844,5,6,2019
7896,Air India,Delhi,Cochin,1420,1.0,No info,7480,6,12,2019
7897,Air India,Kolkata,Banglore,580,1.0,No info,4227,4,1,2019
7898,Air India,Delhi,Cochin,1420,1.0,No info,7690,6,9,2019
7899,SpiceJet,Kolkata,Banglore,330,1.0,No info,8224,18,5,2019
7900,Vistara,Banglore,Delhi,165,0.0,No info,5823,18,4,2019
7901,Jet Airways,Banglore,New Delhi,570,1.0,In-flight meal not included,9134,15,3,2019
7902,Jet Airways,Banglore,New Delhi,470,1.0,No info,26890,3,1,2019
7903,Air India,Kolkata,Banglore,1350,1.0,No info,8366,6,9,2019
7904,Air India,Delhi,Cochin,1535,1.0,No info,7480,6,1,2019
7905,Jet Airways,Kolkata,Banglore,365,1.0,No info,14781,5,12,2019
7906,Air India,Kolkata,Banglore,2480,2.0,No info,13990,24,3,2019
7907,Air India,Delhi,Cochin,1560,2.0,No info,8245,21,3,2019
7908,Jet Airways,Delhi,Cochin,540,1.0,In-flight meal not included,10262,24,6,2019
7909,Jet Airways,Kolkata,Banglore,1330,1.0,No info,12739,6,12,2019
7910,Multiple carriers,Delhi,Cochin,470,1.0,No info,7575,21,5,2019
7911,Air India,Banglore,New Delhi,165,0.0,No info,11633,18,3,2019
7912,Jet Airways,Delhi,Cochin,810,2.0,In-flight meal not included,10368,15,6,2019
7913,Jet Airways,Banglore,New Delhi,365,1.0,No info,13817,3,12,2019
7914,Jet Airways,Kolkata,Banglore,520,1.0,No info,14231,24,3,2019
7915,Jet Airways,Banglore,New Delhi,680,1.0,In-flight meal not included,6992,21,3,2019
7916,Air India,Banglore,Delhi,165,0.0,No info,6961,21,6,2019
7917,Jet Airways,Delhi,Cochin,505,2.0,No info,16263,6,1,2019
7918,Jet Airways,Delhi,Cochin,330,1.0,No info,14714,27,6,2019
7919,Multiple carriers,Delhi,Cochin,810,1.0,No info,7740,24,6,2019
7920,Jet Airways,Banglore,New Delhi,520,1.0,In-flight meal not included,11087,18,3,2019
7921,Multiple carriers,Delhi,Cochin,450,1.0,No info,14486,21,3,2019
7922,IndiGo,Delhi,Cochin,375,1.0,No info,6442,21,5,2019
7923,Air India,Kolkata,Banglore,1830,2.0,No info,10361,18,5,2019
7924,Air Asia,Kolkata,Banglore,955,1.0,No info,5320,5,12,2019
7925,Jet Airways,Delhi,Cochin,1615,2.0,In-flight meal not included,10368,15,6,2019
7926,SpiceJet,Kolkata,Banglore,150,0.0,No info,4174,15,5,2019
7927,Air India,Delhi,Cochin,875,1.0,No info,8151,21,5,2019
7928,Jet Airways,Delhi,Cochin,1610,1.0,No info,12557,21,3,2019
7929,Air India,Banglore,Delhi,165,0.0,No info,6961,15,6,2019
7930,Air India,Banglore,Delhi,170,0.0,No info,4441,4,9,2019
7931,SpiceJet,Mumbai,Hyderabad,85,0.0,No info,2753,15,3,2019
7932,SpiceJet,Kolkata,Banglore,140,0.0,No check-in baggage included,3841,4,6,2019
7933,Air India,Delhi,Cochin,1010,1.0,No info,5022,4,6,2019
7934,Air India,Delhi,Cochin,170,0.0,No info,5201,6,6,2019
7935,Air India,Delhi,Cochin,180,0.0,No info,6934,6,3,2019
7936,IndiGo,Kolkata,Banglore,280,1.0,No info,5699,4,1,2019
7937,Vistara,Banglore,Delhi,165,0.0,No info,5088,27,6,2019
7938,Multiple carriers,Delhi,Cochin,650,1.0,No info,8601,21,3,2019
7939,IndiGo,Kolkata,Banglore,295,1.0,No info,11319,15,5,2019
7940,IndiGo,Mumbai,Hyderabad,85,0.0,No info,3838,3,9,2019
7941,Jet Airways,Kolkata,Banglore,1010,1.0,No info,14388,5,12,2019
7942,Jet Airways,Delhi,Cochin,1620,2.0,In-flight meal not included,10824,15,6,2019
7943,Jet Airways,Delhi,Cochin,360,1.0,In-flight meal not included,5177,4,6,2019
7944,Jet Airways,Delhi,Cochin,450,1.0,No info,14714,27,6,2019
7945,Jet Airways,Kolkata,Banglore,685,1.0,No info,13626,6,12,2019
7946,Air India,Delhi,Cochin,1490,2.0,No info,13381,24,6,2019
7947,Air India,Delhi,Cochin,1485,2.0,No info,18211,3,9,2019
7948,Multiple carriers,Delhi,Cochin,485,2.0,No info,6653,21,3,2019
7949,Jet Airways,Kolkata,Banglore,570,1.0,No info,14781,5,12,2019
7950,Air India,Kolkata,Banglore,955,2.0,No info,11458,5,6,2019
7951,Jet Airways,Kolkata,Banglore,800,1.0,In-flight meal not included,10844,6,9,2019
7952,IndiGo,Mumbai,Hyderabad,90,0.0,No info,3342,24,5,2019
7953,Jet Airways,Delhi,Cochin,1100,1.0,In-flight meal not included,10262,24,6,2019
7954,IndiGo,Chennai,Kolkata,140,0.0,No info,5277,24,6,2019
7955,Air India,Banglore,New Delhi,165,0.0,No info,4441,24,3,2019
7956,SpiceJet,Chennai,Kolkata,135,0.0,No check-in baggage included,3543,5,3,2019
7957,Air India,Banglore,New Delhi,330,1.0,No info,13912,3,6,2019
7958,Multiple carriers,Delhi,Cochin,740,1.0,No info,9315,27,5,2019
7959,Jet Airways,Delhi,Cochin,335,1.0,In-flight meal not included,10262,6,1,2019
7960,Air India,Delhi,Cochin,1560,2.0,No info,12199,27,6,2019
7961,IndiGo,Chennai,Kolkata,140,0.0,No info,5277,27,5,2019
7962,Air India,Kolkata,Banglore,1170,2.0,No info,6117,6,12,2019
7963,IndiGo,Banglore,New Delhi,170,0.0,No info,5734,24,3,2019
7964,Air Asia,Delhi,Cochin,660,1.0,No info,8627,3,6,2019
7965,Multiple carriers,Delhi,Cochin,830,1.0,No info,6795,15,6,2019
7966,IndiGo,Delhi,Cochin,195,0.0,No info,5601,21,5,2019
7967,Jet Airways,Banglore,Delhi,180,0.0,No info,7229,21,4,2019
7968,IndiGo,Delhi,Cochin,630,1.0,No info,8330,5,9,2019
7969,IndiGo,Banglore,Delhi,170,0.0,No info,4823,5,3,2019
7970,Jet Airways,Kolkata,Banglore,1610,1.0,No info,13759,24,3,2019
7971,Air India,Delhi,Cochin,1600,2.0,No info,10231,6,12,2019
7972,Jet Airways,Delhi,Cochin,1425,1.0,In-flight meal not included,12898,27,5,2019
7973,Jet Airways,Banglore,New Delhi,280,1.0,No info,19225,3,6,2019
7974,Jet Airways,Mumbai,Hyderabad,85,0.0,In-flight meal not included,4995,27,5,2019
7975,IndiGo,Delhi,Cochin,320,1.0,No info,5298,6,12,2019
7976,Jet Airways,Delhi,Cochin,1950,2.0,In-flight meal not included,9254,21,3,2019
7977,Jet Airways,Delhi,Cochin,300,1.0,In-flight meal not included,5177,4,6,2019
7978,Vistara,Kolkata,Banglore,1625,1.0,No info,9345,21,5,2019
7979,Jet Airways,Kolkata,Banglore,475,1.0,In-flight meal not included,10844,5,6,2019
7980,Air India,Delhi,Cochin,1545,2.0,No info,15428,3,3,2019
7981,IndiGo,Delhi,Cochin,300,1.0,No info,7255,21,5,2019
7982,Jet Airways,Delhi,Cochin,1655,1.0,In-flight meal not included,12898,21,5,2019
7983,IndiGo,Banglore,New Delhi,295,1.0,No info,8707,3,1,2019
7984,Jet Airways,Delhi,Cochin,1100,1.0,In-flight meal not included,10262,6,3,2019
7985,Jet Airways,Kolkata,Banglore,870,1.0,No info,13067,5,6,2019
7986,Jet Airways,Delhi,Cochin,1395,1.0,In-flight meal not included,10262,6,6,2019
7987,Air India,Kolkata,Banglore,155,0.0,No info,4460,4,9,2019
7988,Jet Airways,Kolkata,Banglore,570,1.0,No info,14571,24,5,2019
7989,Air India,Delhi,Cochin,1410,2.0,No info,10178,6,9,2019
7990,SpiceJet,Chennai,Kolkata,140,0.0,No info,7718,3,1,2019
7991,Jet Airways,Delhi,Cochin,620,1.0,No info,16376,21,5,2019
7992,Jet Airways,Mumbai,Hyderabad,90,0.0,No info,5678,6,6,2019
7993,Multiple carriers,Delhi,Cochin,505,1.0,No info,9103,5,9,2019
7994,Jet Airways,Delhi,Cochin,925,1.0,No info,14714,6,6,2019
7995,SpiceJet,Delhi,Cochin,380,1.0,No info,5583,24,6,2019
7996,IndiGo,Banglore,Delhi,175,0.0,No info,4823,24,4,2019
7997,Jet Airways,Banglore,Delhi,185,0.0,In-flight meal not included,4544,15,4,2019
7998,Air Asia,Delhi,Cochin,330,1.0,No info,8759,18,5,2019
7999,Air Asia,Delhi,Cochin,330,1.0,No info,6152,24,6,2019
8000,Jet Airways,Banglore,New Delhi,1365,1.0,In-flight meal not included,11087,18,3,2019
8001,Air India,Kolkata,Banglore,725,2.0,No info,11432,6,6,2019
8002,SpiceJet,Kolkata,Banglore,150,0.0,No check-in baggage included,3815,27,3,2019
8003,Vistara,Kolkata,Banglore,965,1.0,No info,8662,4,1,2019
8004,Jet Airways,Banglore,New Delhi,1425,1.0,No info,17261,3,6,2019
8005,IndiGo,Kolkata,Banglore,275,1.0,No info,4860,4,9,2019
8006,Air India,Delhi,Cochin,1560,2.0,No info,13442,3,3,2019
8007,Vistara,Mumbai,Hyderabad,435,1.0,No info,12395,3,6,2019
8008,Air India,Kolkata,Banglore,1440,1.0,No info,6528,15,5,2019
8009,IndiGo,Delhi,Cochin,965,1.0,No info,6314,6,1,2019
8010,IndiGo,Delhi,Cochin,845,1.0,No info,6270,4,9,2019
8011,Jet Airways,Delhi,Cochin,1395,1.0,No info,14714,6,6,2019
8012,Multiple carriers,Delhi,Cochin,600,1.0,No info,9359,15,6,2019
8013,Air India,Delhi,Cochin,230,0.0,No info,6724,4,9,2019
8014,Jet Airways,Delhi,Cochin,1210,1.0,In-flight meal not included,10262,24,6,2019
8015,Vistara,Banglore,Delhi,160,0.0,No info,4668,21,5,2019
8016,IndiGo,Delhi,Cochin,565,2.0,No info,6610,3,6,2019
8017,SpiceJet,Chennai,Kolkata,135,0.0,No info,3597,15,5,2019
8018,IndiGo,Kolkata,Banglore,165,0.0,No info,4462,3,9,2019
8019,Air India,Delhi,Cochin,1640,1.0,No info,12677,3,6,2019
8020,Multiple carriers,Delhi,Cochin,910,1.0,No info,23170,3,1,2019
8021,IndiGo,Kolkata,Banglore,155,0.0,No info,4804,6,6,2019
8022,Multiple carriers,Delhi,Cochin,760,1.0,No info,6795,27,5,2019
8023,Air India,Kolkata,Banglore,1515,1.0,No info,7662,18,5,2019
8024,Air India,Delhi,Cochin,1100,2.0,No info,12751,6,6,2019
8025,Jet Airways,Mumbai,Hyderabad,1205,1.0,No info,19595,3,6,2019
8026,Vistara,Banglore,New Delhi,160,0.0,No info,7975,3,9,2019
8027,Jet Airways,Kolkata,Banglore,345,1.0,No info,14781,18,5,2019
8028,Jet Airways,Kolkata,Banglore,740,1.0,No info,14781,5,9,2019
8029,Jet Airways,Kolkata,Banglore,1585,1.0,In-flight meal not included,10031,24,3,2019
8030,Jet Airways,Kolkata,Banglore,345,1.0,In-flight meal not included,10844,6,9,2019
8031,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,3502,5,9,2019
8032,Jet Airways,Delhi,Cochin,1130,2.0,No info,13292,6,1,2019
8033,Jet Airways,Kolkata,Banglore,1630,1.0,No info,14151,6,6,2019
8034,SpiceJet,Mumbai,Hyderabad,80,0.0,No info,12475,3,1,2019
8035,Jet Airways,Delhi,Cochin,940,1.0,No info,14714,6,3,2019
8036,Multiple carriers,Delhi,Cochin,390,1.0,No info,8283,24,5,2019
8037,Jet Airways,Banglore,New Delhi,775,1.0,In-flight meal not included,11087,3,12,2019
8038,Jet Airways,Kolkata,Banglore,345,1.0,In-flight meal not included,10844,21,5,2019
8039,IndiGo,Delhi,Cochin,415,1.0,No info,5883,24,6,2019
8040,Air India,Banglore,New Delhi,630,2.0,No info,7664,15,3,2019
8041,Jet Airways,Delhi,Cochin,1225,1.0,In-flight meal not included,12898,27,5,2019
8042,Jet Airways,Delhi,Cochin,1210,1.0,In-flight meal not included,10262,6,12,2019
8043,Jet Airways,Kolkata,Banglore,575,1.0,No info,13067,15,5,2019
8044,IndiGo,Kolkata,Banglore,155,0.0,No info,4462,18,3,2019
8045,Jet Airways,Mumbai,Hyderabad,85,0.0,No info,5678,27,6,2019
8046,Jet Airways,Kolkata,Banglore,330,1.0,No info,14388,21,5,2019
8047,Jet Airways,Delhi,Cochin,1010,1.0,No info,14714,6,3,2019
8048,IndiGo,Kolkata,Banglore,165,0.0,No info,4804,27,5,2019
8049,Air India,Delhi,Cochin,1600,2.0,No info,11281,5,9,2019
8050,Jet Airways,Kolkata,Banglore,660,1.0,In-flight meal not included,11134,24,3,2019
8051,Air India,Mumbai,Hyderabad,810,2.0,No info,11647,3,12,2019
8052,Jet Airways,Kolkata,Banglore,1685,1.0,In-flight meal not included,10539,6,9,2019
8053,Multiple carriers,Delhi,Cochin,660,1.0,No info,12192,6,1,2019
8054,Air India,Banglore,Delhi,170,0.0,No info,6121,24,4,2019
8055,Jet Airways,Kolkata,Banglore,540,1.0,No info,13759,24,3,2019
8056,Multiple carriers,Delhi,Cochin,915,1.0,No info,6427,27,3,2019
8057,IndiGo,Banglore,Delhi,170,0.0,No info,3943,4,9,2019
8058,IndiGo,Banglore,Delhi,170,0.0,No info,4284,5,12,2019
8059,IndiGo,Delhi,Cochin,300,1.0,No info,8147,3,9,2019
8060,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,3502,5,12,2019
8061,IndiGo,Mumbai,Hyderabad,90,0.0,No info,3342,15,3,2019
8062,IndiGo,Banglore,New Delhi,165,0.0,No info,5734,21,3,2019
8063,SpiceJet,Kolkata,Banglore,330,1.0,No info,8224,6,6,2019
8064,SpiceJet,Delhi,Cochin,310,1.0,No info,9748,3,6,2019
8065,Jet Airways,Delhi,Cochin,1995,2.0,In-flight meal not included,8834,21,3,2019
8066,GoAir,Kolkata,Banglore,455,1.0,No info,7102,5,6,2019
8067,Multiple carriers,Delhi,Cochin,750,1.0,No info,13727,15,5,2019
8068,Jet Airways,Banglore,New Delhi,1310,1.0,In-flight meal not included,11087,18,3,2019
8069,Jet Airways,Delhi,Cochin,1125,2.0,In-flight meal not included,10368,15,6,2019
8070,Jet Airways,Banglore,Delhi,165,0.0,In-flight meal not included,7229,6,1,2019
8071,Jet Airways,Delhi,Cochin,1485,1.0,In-flight meal not included,10262,15,6,2019
8072,IndiGo,Banglore,Delhi,170,0.0,No info,4823,15,4,2019
8073,IndiGo,Kolkata,Banglore,155,0.0,No info,4804,24,5,2019
8074,IndiGo,Delhi,Cochin,305,1.0,No info,10112,6,6,2019
8075,Jet Airways,Banglore,Delhi,165,0.0,No info,7229,27,5,2019
8076,Jet Airways,Kolkata,Banglore,1745,1.0,No info,13067,24,5,2019
8077,Jet Airways,Delhi,Cochin,865,1.0,No info,14714,6,3,2019
8078,Air India,Delhi,Cochin,795,1.0,No info,8907,6,3,2019
8079,Jet Airways,Banglore,Delhi,175,0.0,No info,7229,4,9,2019
8080,Multiple carriers,Delhi,Cochin,465,2.0,No info,24528,3,3,2019
8081,IndiGo,Delhi,Cochin,965,1.0,No info,6838,6,3,2019
8082,Multiple carriers,Delhi,Cochin,835,1.0,In-flight meal not included,10406,6,12,2019
8083,Vistara,Mumbai,Hyderabad,690,1.0,No info,12395,3,6,2019
8084,Air India,Kolkata,Banglore,1435,1.0,No info,10203,5,6,2019
8085,IndiGo,Mumbai,Hyderabad,90,0.0,No info,4049,5,12,2019
8086,Jet Airways,Kolkata,Banglore,1295,1.0,No info,13401,6,9,2019
8087,Air India,Delhi,Cochin,1180,2.0,No info,9968,5,9,2019
8088,Jet Airways,Mumbai,Hyderabad,90,0.0,No info,8040,5,6,2019
8089,Multiple carriers,Delhi,Cochin,620,1.0,No info,6427,27,3,2019
8090,IndiGo,Chennai,Kolkata,140,0.0,No info,5277,5,6,2019
8091,Jet Airways,Mumbai,Hyderabad,85,0.0,In-flight meal not included,2228,4,1,2019
8092,Vistara,Banglore,Delhi,170,0.0,No info,5613,24,5,2019
8093,IndiGo,Kolkata,Banglore,280,1.0,No info,6669,5,12,2019
8094,Vistara,Chennai,Kolkata,140,0.0,No info,11982,15,5,2019
8095,Jet Airways,Kolkata,Banglore,1495,2.0,In-flight meal not included,10118,21,5,2019
8096,IndiGo,Kolkata,Banglore,160,0.0,No info,4148,15,3,2019
8097,Jet Airways,Delhi,Cochin,620,1.0,No info,18371,6,9,2019
8098,Multiple carriers,Delhi,Cochin,570,1.0,No info,13587,6,12,2019
8099,Air India,Delhi,Cochin,1560,2.0,No info,12760,6,6,2019
8100,Jet Airways,Delhi,Cochin,1125,2.0,In-flight meal not included,10368,6,6,2019
8101,IndiGo,Mumbai,Hyderabad,90,0.0,No info,3175,6,1,2019
8102,SpiceJet,Chennai,Kolkata,135,0.0,No info,3597,5,9,2019
8103,Multiple carriers,Delhi,Cochin,840,1.0,In-flight meal not included,6733,27,5,2019
8104,Multiple carriers,Delhi,Cochin,525,1.0,No info,12192,6,1,2019
8105,Jet Airways,Delhi,Cochin,1430,2.0,No info,15129,27,5,2019
8106,Vistara,Banglore,Delhi,170,0.0,No info,4668,5,12,2019
8107,Jet Airways,Delhi,Cochin,1145,1.0,In-flight meal not included,10262,27,6,2019
8108,Jet Airways,Delhi,Cochin,1125,2.0,No info,15129,18,5,2019
8109,Multiple carriers,Delhi,Cochin,920,1.0,No info,7878,6,3,2019
8110,Jet Airways,Mumbai,Hyderabad,90,0.0,No info,8040,18,3,2019
8111,Jet Airways,Delhi,Cochin,620,1.0,In-flight meal not included,12373,5,9,2019
8112,Air India,Delhi,Cochin,1560,2.0,No info,12392,18,5,2019
8113,IndiGo,Chennai,Kolkata,140,0.0,No info,5277,18,5,2019
8114,Multiple carriers,Delhi,Cochin,480,1.0,No info,7888,21,5,2019
8115,Multiple carriers,Delhi,Cochin,630,1.0,No info,9001,6,3,2019
8116,IndiGo,Mumbai,Hyderabad,85,0.0,No info,4049,21,3,2019
8117,IndiGo,Chennai,Kolkata,140,0.0,No info,4326,24,3,2019
8118,IndiGo,Banglore,New Delhi,170,0.0,No info,4777,3,9,2019
8119,IndiGo,Delhi,Cochin,570,1.0,No info,6838,21,3,2019
8120,IndiGo,Delhi,Cochin,315,1.0,No info,6582,6,6,2019
8121,Jet Airways,Delhi,Cochin,885,1.0,In-flight meal not included,10262,6,1,2019
8122,Air Asia,Banglore,New Delhi,165,0.0,Red-eye flight,10873,3,1,2019
8123,Jet Airways,Delhi,Cochin,620,1.0,In-flight meal not included,10262,27,6,2019
8124,IndiGo,Kolkata,Banglore,170,0.0,No info,4148,27,3,2019
8125,IndiGo,Delhi,Cochin,565,2.0,No info,6494,27,3,2019
8126,Jet Airways,Delhi,Cochin,1595,1.0,In-flight meal not included,12898,21,5,2019
8127,Air India,Delhi,Cochin,2295,2.0,No info,9968,6,9,2019
8128,Jet Airways,Delhi,Cochin,805,1.0,In-flight meal not included,12898,21,5,2019
8129,Multiple carriers,Delhi,Cochin,455,1.0,No info,7740,24,5,2019
8130,Air India,Kolkata,Banglore,675,1.0,No info,7452,5,9,2019
8131,Jet Airways,Mumbai,Hyderabad,85,0.0,In-flight meal not included,4160,21,3,2019
8132,IndiGo,Banglore,Delhi,170,0.0,No info,4823,27,5,2019
8133,Air India,Delhi,Cochin,500,2.0,No info,13486,18,5,2019
8134,Jet Airways,Banglore,Delhi,185,0.0,In-flight meal not included,4544,27,4,2019
8135,Air India,Delhi,Cochin,1420,2.0,No info,10975,21,5,2019
8136,IndiGo,Chennai,Kolkata,140,0.0,No info,3858,5,3,2019
